date,mean_precipitation,temperature_2m_max,surface_net_solar_radiation_sum
2023-01-01,0.0022828577925793,-0.2813323974609147,2015660.0
2023-01-02,1.737225055592262,-2.4486755371093523,1041324.0
2023-01-03,19.48792011290834,-3.7635559082031023,496156.0
2023-01-04,3.022216037948056,-4.142736816406227,668212.0
2023-01-05,1.0418713092690268,-5.295431518554665,1128792.0
2023-01-06,0.1198291777200211,-9.00932922363279,950730.0
2023-01-07,0.1257518515558331,-10.260519409179665,1107586.0
2023-01-08,0.0173598527908325,-9.086370849609352,1380556.0
2023-01-09,0.0020653008618864,-3.6182159423827898,1434906.0
2023-01-10,0.0010162590911022,-4.859686279296852,1415370.0
2023-01-11,0.1522749662399292,-1.6339172363281025,1602774.0
2023-01-12,0.0285059213638305,-5.276449584960915,1560516.0
2023-01-13,0.1161307096140262,-8.749288940429665,1363016.0
2023-01-14,0.0020265579223632,1.3761077880859602,1706514.0
2023-01-15,0.0013049809126641,0.9063354492187728,2306850.0
2023-01-16,3.951646986934066,1.7072845458984602,625204.0
2023-01-17,0.9005099533965222,0.0459686279297102,2109386.0
2023-01-18,0.2600789070079656,-3.3643096923827898,1400502.0
2023-01-19,8.398887514999842,-2.34471740722654,1486190.0
2023-01-20,0.1268771279683278,-4.487249755859352,1252904.0
2023-01-21,0.1617252825667492,-3.5995544433593523,1927378.0
2023-01-22,0.1787245273590088,-6.579595947265602,1458310.0
2023-01-23,0.0902384519463339,0.0679412841797102,1768388.0
2023-01-24,0.0256478785445324,-1.4298919677734148,2098416.0
2023-01-25,0.159490108387672,-4.949667358398415,1946238.0
2023-01-26,0.0814987367334652,-7.904318237304665,2292824.0
2023-01-27,0.9331315754934622,1.5231262207031475,2148122.0
2023-01-28,3.849580883922954,-6.257788085937477,1823426.0
2023-01-29,0.5440161842784619,-16.784094238281227,2374882.0
2023-01-30,0.1618861624024248,-17.148962402343727,2790968.0
2023-01-31,0.0025898737021634,-16.26012268066404,2922834.0
2023-02-01,0.00129334284793,-10.753378295898417,2935796.0
2023-02-02,0.001710653293685,-10.760229492187475,3109300.0
2023-02-03,0.0067055225372314,-14.232672119140602,3067756.0
2023-02-04,0.0002235174179077,-2.2096008300781023,3078124.0
2023-02-05,0.0012678702887569,-1.7423767089843525,3428364.0
2023-02-06,0.0602930783202282,1.6869293212890852,1672944.0
2023-02-07,0.0090569257622519,1.0703826904297102,4164168.0
2023-02-08,0.0004261732051702,1.9027496337890848,4508174.0
2023-02-09,0.0228434799964816,0.6830841064453352,3001092.0
2023-02-10,0.0008523463179699,-1.7701019287109148,5101470.0
2023-02-11,0.0008548760206394,0.9188323974609602,5131322.0
2023-02-12,0.0,1.6266265869140852,4818494.0
2023-02-13,0.0,4.114526367187523,5665122.0
2023-02-14,8.80574849304594,3.8918243408203352,1627434.0
2023-02-15,13.066580744919063,2.44019470214846,3681256.0
2023-02-16,0.0090617313617258,-8.632879638671852,4074068.0
2023-02-17,0.0001490116119384,-1.0649322509765398,4733630.0
2023-02-18,0.0021583064722108,1.6839843750000227,4780550.0
2023-02-19,0.0043234916802248,0.2875915527343977,4056824.0
2023-02-20,0.0069141387939453,2.1654907226562727,5301716.0
2023-02-21,1.1781320350792155,0.7636962890625227,2546394.0
2023-02-22,8.841866254726938,-6.527075195312477,1217082.0
2023-02-23,7.357302307980262,-8.95580139160154,2589412.0
2023-02-24,0.1960575580142176,-17.055181884765602,2773920.0
2023-02-25,0.4440848224476212,-3.0037445068359148,2998136.0
2023-02-26,0.0027596949507824,4.023278808593773,2997204.0
2023-02-27,3.3641517161413503,4.417291259765648,2858268.0
2023-02-28,1.1358299997823451,1.2900787353515852,3042764.0
2023-03-01,0.5775481462251264,0.1310974121093977,3664956.0
2023-03-02,0.0504404306411743,-0.7877105712890398,5038600.0
2023-03-03,0.0008523463179699,0.4835906982422102,5265748.0
2023-03-04,0.1811265944411388,0.9817443847656476,5868930.771240234
2023-03-05,5.033719539540016,0.8917938232422102,2728206.328125
2023-03-06,0.2536422262551241,0.7304931640625227,3569468.90234375
2023-03-07,0.0365893575349218,-0.1775726318359147,3049877.6015625
2023-03-08,0.495406851939606,0.5624786376953352,3386564.4921875
2023-03-09,8.107320086423897,-0.3056396484374772,2221730.65625
2023-03-10,0.8905410765578381,-0.5936798095702898,3296792.87109375
