date,id,ndvi,satellite
2023-03-28,20230328T171859_20230328T172219_T14TPP,0.12571413939503512,Sentinel2
2023-04-02,20230402T171851_20230402T172327_T14TPP,0.12343600759990833,Sentinel2
2023-04-07,20230407T171859_20230407T173039_T14TPP,0.13300050284579037,Sentinel2
2023-04-12,20230412T171901_20230412T172308_T14TPP,0.13402476687180317,Sentinel2
2023-04-17,20230417T171859_20230417T172937_T14TPP,0.14640132475719728,Sentinel2
2023-04-24,20230424T170849_20230424T171523_T14TPP,0.15449504015621474,Sentinel2
2023-05-02,20230502T171901_20230502T172456_T14TPP,0.16017342538428184,Sentinel2
2023-05-17,20230517T171859_20230517T172554_T14TPP,0.17092087725755387,Sentinel2
2023-05-24,20230524T170859_20230524T171356_T14TPP,0.2109269205479431,Sentinel2
2023-05-27,20230527T171859_20230527T172626_T14TPP,0.23390441637210824,Sentinel2
2023-06-01,20230601T171901_20230601T172351_T14TPP,0.35637752954566426,Sentinel2
2023-06-03,20230603T170859_20230603T171403_T14TPP,0.3178659570430452,Sentinel2
2023-06-06,20230606T171859_20230606T172648_T14TPP,0.15873456509415204,Sentinel2
2023-06-08,20230608T170851_20230608T171514_T14TPP,0.3053462922566421,Sentinel2
2023-06-11,20230611T171901_20230611T172735_T14TPP,0.410391471667099,Sentinel2
2023-06-13,20230613T170859_20230613T171436_T14TPP,0.29657060198223445,Sentinel2
2023-06-16,20230616T171859_20230616T172725_T14TPP,0.4052859590568074,Sentinel2
2023-06-28,20230628T170851_20230628T171345_T14TPP,0.4636465135554525,Sentinel2
2023-07-06,20230706T171859_20230706T172613_T14TPP,0.46485657335420005,Sentinel2
2023-07-08,20230708T170851_20230708T171755_T14TPP,0.5202737447031809,Sentinel2
2023-07-13,20230713T170859_20230713T171003_T14TPP,0.5093875697899978,Sentinel2
2023-07-18,20230718T170851_20230718T171743_T14TPP,0.46244713354679445,Sentinel2
2023-07-21,20230721T173051_20230721T173046_T14TPP,0.4238623035746056,Sentinel2
2023-07-23,20230723T170859_20230723T171343_T14TPP,0.5200614212939114,Sentinel2
2023-07-26,20230726T171859_20230726T172618_T14TPP,0.15008183621218066,Sentinel2
2023-07-31,20230731T171901_20230731T172331_T14TPP,0.11814052351170616,Sentinel2
2023-08-07,20230807T170851_20230807T172055_T14TPP,0.1120247040306201,Sentinel2
2023-08-10,20230810T173051_20230810T173118_T14TPP,0.14284127517802866,Sentinel2
2023-08-12,20230812T170859_20230812T171607_T14TPP,0.09711607386963458,Sentinel2
2023-08-15,20230815T171859_20230815T173015_T14TPP,0.09352331262733311,Sentinel2
2023-08-17,20230817T170901_20230817T171901_T14TPP,0.11504982056545893,Sentinel2
2023-08-20,20230820T171901_20230820T171901_T14TPP,0.07997140603346992,Sentinel2
2023-08-22,20230822T170859_20230822T171837_T14TPP,0.1071316649570965,Sentinel2
2023-08-27,20230827T170851_20230827T171907_T14TPP,0.16716785735498801,Sentinel2
2023-08-30,20230830T171901_20230830T173116_T14TPP,0.09711253854504777,Sentinel2
2023-09-01,20230901T170859_20230901T172029_T14TPP,0.12026964273119756,Sentinel2
2023-09-04,20230904T171859_20230904T172858_T14TPP,0.08019773172995191,Sentinel2
2023-09-06,20230906T170851_20230906T171914_T14TPP,0.09422375489709696,Sentinel2
2023-09-11,20230911T170859_20230911T171258_T14TPP,0.08250971027229766,Sentinel2
2023-09-16,20230916T170941_20230916T171218_T14TPP,0.10210932906805768,Sentinel2
2023-09-19,20230919T172001_20230919T172004_T14TPP,0.07442099554112888,Sentinel2
2023-10-04,20231004T172059_20231004T172724_T14TPP,0.09139118626378685,Sentinel2
2023-10-09,20231009T172221_20231009T172929_T14TPP,0.12575070991970327,Sentinel2
2023-10-11,20231011T171139_20231011T171600_T14TPP,0.07551253527772049,Sentinel2
2023-10-16,20231016T171311_20231016T171323_T14TPP,0.07303653248067425,Sentinel2
