date,id,ndvi,satellite
2023-04-02,20230402T171851_20230402T172327_T14TPP,0.176281498934732,Sentinel2
2023-04-07,20230407T171859_20230407T173039_T14TPP,0.1392944357595713,Sentinel2
2023-04-12,20230412T171901_20230412T172308_T14TPP,0.1575480088664868,Sentinel2
2023-04-17,20230417T171859_20230417T172937_T14TPP,0.1766842139995845,Sentinel2
2023-04-24,20230424T170849_20230424T171523_T14TPP,0.1894454534560102,Sentinel2
2023-05-02,20230502T171901_20230502T172456_T14TPP,0.1948621792075991,Sentinel2
2023-05-17,20230517T171859_20230517T172554_T14TQP,0.2849986483279081,Sentinel2
2023-05-22,20230522T173041_20230522T173044_T14TPP,0.1807411020575023,Sentinel2
2023-05-24,20230524T170859_20230524T171356_T14TPP,0.1631127505033268,Sentinel2
2023-05-27,20230527T171859_20230527T172626_T14TPP,0.157158323776506,Sentinel2
2023-06-01,20230601T171901_20230601T172351_T14TPP,0.1585654945541641,Sentinel2
2023-06-06,20230606T171859_20230606T172648_T14TPP,0.1673617892248644,Sentinel2
2023-06-08,20230608T170851_20230608T171514_T14TPP,0.1898614965336814,Sentinel2
2023-06-11,20230611T171901_20230611T172735_T14TQP,0.3586517290205078,Sentinel2
2023-06-13,20230613T170859_20230613T171436_T14TPP,0.2042915020857289,Sentinel2
2023-06-16,20230616T171859_20230616T172725_T14TPP,0.2286220147680024,Sentinel2
2023-06-18,20230618T170901_20230618T170913_T14TPP,0.2391978058022039,Sentinel2
2023-06-21,20230621T173051_20230621T173045_T14TPP,0.2885782391849891,Sentinel2
2023-06-26,20230626T171859_20230626T172724_T14TPP,0.2710946213937093,Sentinel2
2023-06-28,20230628T170851_20230628T171345_T14TPP,0.3026929684808449,Sentinel2
2023-07-06,20230706T171859_20230706T172613_T14TQP,0.3699618012556027,Sentinel2
2023-07-08,20230708T170851_20230708T171755_T14TPP,0.3806769799886952,Sentinel2
2023-07-13,20230713T170859_20230713T171003_T14TPP,0.4406395591588674,Sentinel2
2023-07-18,20230718T170851_20230718T171743_T14TPP,0.4812376829536925,Sentinel2
2023-07-21,20230721T173051_20230721T173046_T14TPP,0.41755816416033,Sentinel2
2023-07-23,20230723T170859_20230723T171343_T14TPP,0.508282042329839,Sentinel2
2023-07-26,20230726T171859_20230726T172618_T14TPP,0.471865774377353,Sentinel2
2023-07-28,20230728T170851_20230728T171929_T14TQP,0.0946850166671499,Sentinel2
2023-07-31,20230731T171901_20230731T172331_T14TPP,0.4714751985322239,Sentinel2
2023-08-02,20230802T170859_20230802T171338_T14TPP,0.3266238507961189,Sentinel2
2023-08-07,20230807T170851_20230807T172055_T14TPP,0.5274829255989867,Sentinel2
2023-08-12,20230812T170859_20230812T171607_T14TPP,0.5178688753440474,Sentinel2
2023-08-15,20230815T171859_20230815T173015_T14TPP,0.5234616638689519,Sentinel2
2023-08-17,20230817T170901_20230817T171901_T14TPP,0.5440926763363098,Sentinel2
2023-08-20,20230820T171901_20230820T171901_T14TPP,0.5223001877433902,Sentinel2
2023-08-22,20230822T170859_20230822T171837_T14TPP,0.4938149129515485,Sentinel2
2023-08-27,20230827T170851_20230827T171907_T14TQP,0.3939225108930525,Sentinel2
2023-08-30,20230830T171901_20230830T173116_T14TPP,0.4568032861699556,Sentinel2
2023-09-01,20230901T170859_20230901T172029_T14TPP,0.4254984789002319,Sentinel2
2023-09-04,20230904T171859_20230904T172858_T14TPP,0.3534820421571758,Sentinel2
2023-09-06,20230906T170851_20230906T171914_T14TPP,0.3538007815126557,Sentinel2
2023-09-11,20230911T170859_20230911T171258_T14TPP,0.270962033475651,Sentinel2
2023-09-14,20230914T171929_20230914T172526_T14TPP,0.2305547912789669,Sentinel2
2023-09-16,20230916T170941_20230916T171218_T14TQP,0.2943136923746238,Sentinel2
2023-09-19,20230919T172001_20230919T172004_T14TPP,0.1682923783544723,Sentinel2
2023-10-04,20231004T172059_20231004T172724_T14TQP,0.2176780509569523,Sentinel2
2023-10-09,20231009T172221_20231009T172929_T14TPP,0.1513807921117166,Sentinel2
2023-10-11,20231011T171139_20231011T171600_T14TPP,0.1093045371259647,Sentinel2
2023-10-16,20231016T171311_20231016T171323_T14TPP,0.1208784431429407,Sentinel2
