date,id,ndvi,satellite
2023-04-02,20230402T171851_20230402T172327_T14TPP,0.3088578008333961,Sentinel2
2023-04-07,20230407T171859_20230407T173039_T14TPP,0.268047733167194,Sentinel2
2023-04-12,20230412T171901_20230412T172308_T14TPP,0.35458894767998855,Sentinel2
2023-04-17,20230417T171859_20230417T172937_T14TPP,0.4310607621881974,Sentinel2
2023-04-24,20230424T170849_20230424T171523_T14TPP,0.49723705435883286,Sentinel2
2023-05-02,20230502T171901_20230502T172456_T14TPP,0.5110935038101777,Sentinel2
2023-05-17,20230517T171859_20230517T172554_T14TPP,0.373503449378843,Sentinel2
2023-05-22,20230522T173041_20230522T173044_T14TQP,0.3659027885079742,Sentinel2
2023-05-24,20230524T170859_20230524T171356_T14TPP,0.3440199605570286,Sentinel2
2023-05-27,20230527T171859_20230527T172626_T14TPP,0.25750389513920424,Sentinel2
2023-06-01,20230601T171901_20230601T172351_T14TPP,0.13678938857832287,Sentinel2
2023-06-06,20230606T171859_20230606T172648_T14TPP,0.15596672996734298,Sentinel2
2023-06-08,20230608T170851_20230608T171514_T14TPP,0.14896732979628063,Sentinel2
2023-06-11,20230611T171901_20230611T172735_T14TPP,0.18445577265690258,Sentinel2
2023-06-13,20230613T170859_20230613T171436_T14TQP,0.16874287381386077,Sentinel2
2023-06-16,20230616T171859_20230616T172725_T14TPP,0.19263844539987698,Sentinel2
2023-06-18,20230618T170901_20230618T170913_T14TPP,0.14813324755641982,Sentinel2
2023-06-21,20230621T173051_20230621T173045_T14TPP,0.2108188611509836,Sentinel2
2023-06-28,20230628T170851_20230628T171345_T14TPP,0.16533879225760195,Sentinel2
2023-07-08,20230708T170851_20230708T171755_T14TPP,0.1751331746582042,Sentinel2
2023-07-13,20230713T170859_20230713T171003_T14TPP,0.19818120611675333,Sentinel2
2023-07-16,20230716T171859_20230716T172620_T14TQP,0.2033704354200609,Sentinel2
2023-07-18,20230718T170851_20230718T171743_T14TPP,0.22315550626532427,Sentinel2
2023-07-23,20230723T170859_20230723T171343_T14TPP,0.25506941434765207,Sentinel2
2023-07-26,20230726T171859_20230726T172618_T14TPP,0.26773445410634705,Sentinel2
2023-07-28,20230728T170851_20230728T171929_T14TPP,0.2702772397461731,Sentinel2
2023-07-31,20230731T171901_20230731T172331_T14TPP,0.2857334657789104,Sentinel2
2023-08-07,20230807T170851_20230807T172055_T14TQP,0.3286341493770129,Sentinel2
2023-08-12,20230812T170859_20230812T171607_T14TQP,0.33626840713346884,Sentinel2
2023-08-15,20230815T171859_20230815T173015_T14TPP,0.39840550516902257,Sentinel2
2023-08-17,20230817T170901_20230817T171901_T14TPP,0.43115573886625175,Sentinel2
2023-08-20,20230820T171901_20230820T171901_T14TPP,0.41761175410912904,Sentinel2
2023-08-22,20230822T170859_20230822T171837_T14TPP,0.4042523884383248,Sentinel2
2023-08-27,20230827T170851_20230827T171907_T14TPP,0.45381004645385664,Sentinel2
2023-08-30,20230830T171901_20230830T173116_T14TPP,0.3818300648466691,Sentinel2
2023-09-01,20230901T170859_20230901T172029_T14TQP,0.3353230891596201,Sentinel2
2023-09-04,20230904T171859_20230904T172858_T14TPP,0.3712024840986667,Sentinel2
2023-09-06,20230906T170851_20230906T171914_T14TPP,0.3992440916175273,Sentinel2
2023-09-11,20230911T170859_20230911T171258_T14TPP,0.33728257289531205,Sentinel2
2023-09-14,20230914T171929_20230914T172526_T14TPP,0.2917360113985027,Sentinel2
2023-09-16,20230916T170941_20230916T171218_T14TPP,0.24621344173829757,Sentinel2
2023-09-19,20230919T172001_20230919T172004_T14TPP,0.20965309763909745,Sentinel2
2023-10-04,20231004T172059_20231004T172724_T14TQP,0.14055485256283543,Sentinel2
2023-10-09,20231009T172221_20231009T172929_T14TPP,0.15295636129781415,Sentinel2
2023-10-11,20231011T171139_20231011T171600_T14TPP,0.1169692642389311,Sentinel2
2023-10-16,20231016T171311_20231016T171323_T14TPP,0.1338759058904475,Sentinel2
2023-10-19,20231019T172331_20231019T172532_T14TPP,0.12220980689371784,Sentinel2
2023-10-21,20231021T171339_20231021T171340_T14TPP,0.1295290390547067,Sentinel2
2023-10-31,20231031T171439_20231031T171442_T14TPP,0.10447122041081826,Sentinel2
2023-11-13,20231113T172559_20231113T172851_T14TQP,0.1313163972876564,Sentinel2
2023-11-15,20231115T171601_20231115T171556_T14TPP,0.1309604598850862,Sentinel2
2023-11-18,20231118T172611_20231118T172613_T14TPP,0.12034976469941808,Sentinel2
2023-11-23,20231123T172629_20231123T172859_T14TPP,0.11338903144683384,Sentinel2
2023-11-28,20231128T172641_20231128T172644_T14TPP,0.12659887439862952,Sentinel2
2023-11-30,20231130T171649_20231130T171652_T14TPP,0.13945863897573124,Sentinel2
2023-12-05,20231205T171701_20231205T172016_T14TPP,0.13140082643546286,Sentinel2
2023-12-08,20231208T172711_20231208T172714_T14TPP,0.1229552411261887,Sentinel2
2023-12-13,20231213T172729_20231213T172725_T14TQP,0.12627327893290816,Sentinel2
2023-12-18,20231218T172731_20231218T173103_T14TPP,0.13402341839730172,Sentinel2
2023-12-20,20231220T171729_20231220T171931_T14TPP,0.09692830426368533,Sentinel2
2024-01-02,20240102T172729_20240102T172727_T14TPP,0.12339471955934467,Sentinel2
2024-02-01,20240201T172539_20240201T172912_T14TPP,0.1081605006493887,Sentinel2
2024-02-11,20240211T172439_20240211T172543_T14TPP,0.12330741576466976,Sentinel2
2024-02-23,20240223T171321_20240223T172102_T14TPP,0.13182653138247552,Sentinel2
2024-02-26,20240226T172301_20240226T172300_T14TQP,0.12799931809181136,Sentinel2
2024-02-28,20240228T171149_20240228T171756_T14TPP,0.06224572534195426,Sentinel2
2024-03-04,20240304T171211_20240304T171806_T14TPP,0.10009043731755034,Sentinel2
2024-03-09,20240309T171029_20240309T171329_T14TPP,0.15007930814269593,Sentinel2
2024-03-12,20240312T172019_20240312T172311_T14TQP,0.1170593293561218,Sentinel2
2024-03-19,20240319T170919_20240319T171033_T14TPP,0.1320558253287767,Sentinel2
2024-03-27,20240327T171931_20240327T173107_T14TPP,0.13580787407641678,Sentinel2
2024-04-03,20240403T170851_20240403T171803_T14TPP,0.14647898655685762,Sentinel2
2024-04-06,20240406T171851_20240406T172953_T14TQP,0.13766060342910016,Sentinel2
2024-04-13,20240413T170851_20240413T171752_T14TPP,0.13682930286621217,Sentinel2
2024-04-18,20240418T170849_20240418T172036_T14TPP,0.16225680329336803,Sentinel2
2024-04-21,20240421T171859_20240421T172521_T14TPP,0.15655475713513226,Sentinel2
2024-04-23,20240423T170851_20240423T171652_T14TPP,0.15772785009503054,Sentinel2
2024-05-03,20240503T170851_20240503T171351_T14TPP,0.15118669850902736,Sentinel2
2024-05-11,20240511T171859_20240511T172528_T14TPP,0.15243767366373193,Sentinel2
2024-05-13,20240513T170851_20240513T172119_T14TQP,0.1706718190653633,Sentinel2
2024-05-16,20240516T171901_20240516T173040_T14TPP,0.15743010247397174,Sentinel2
2024-05-18,20240518T170849_20240518T171459_T14TPP,0.1625885123803829,Sentinel2
2024-05-23,20240523T170851_20240523T171029_T14TPP,0.16711016617527205,Sentinel2
2024-05-26,20240526T171901_20240526T172211_T14TPP,0.1545276369192911,Sentinel2
2024-05-28,20240528T170849_20240528T171514_T14TPP,0.18642227330423636,Sentinel2
2024-06-10,20240610T171859_20240610T172701_T14TPP,0.27594933348334144,Sentinel2
2024-06-25,20240625T172001_20240625T173029_T14TQP,0.5038383292877329,Sentinel2
2024-06-30,20240630T171859_20240630T172605_T14TQP,0.5426838621750983,Sentinel2
2024-07-10,20240710T171859_20240710T172338_T14TPP,0.5621837951109718,Sentinel2
2024-07-12,20240712T170941_20240712T171603_T14TPP,0.6081969108294912,Sentinel2
2024-07-17,20240717T170849_20240717T171522_T14TPP,0.5805253772494777,Sentinel2
2024-07-27,20240727T170849_20240727T171503_T14TPP,0.5551719061825214,Sentinel2
2024-07-30,20240730T171859_20240730T172526_T14TPP,0.5293496219882943,Sentinel2
2024-08-06,20240806T170849_20240806T171231_T14TPP,0.543541947790334,Sentinel2
2024-08-09,20240809T171859_20240809T172130_T14TQP,0.5304087304742432,Sentinel2
