date,id,ndvi,satellite
2023-04-07,20230407T171859_20230407T173039_T14TPP,0.07161323054049709,Sentinel2
2023-04-12,20230412T171901_20230412T172308_T14TPP,0.1159460384729912,Sentinel2
2023-04-17,20230417T171859_20230417T172937_T14TPP,0.12628032926199934,Sentinel2
2023-04-24,20230424T170849_20230424T171523_T14TPP,0.1295867224402155,Sentinel2
2023-05-02,20230502T171901_20230502T172456_T14TPP,0.13380309695333192,Sentinel2
2023-05-17,20230517T171859_20230517T172554_T14TPP,0.1447439246559453,Sentinel2
2023-05-22,20230522T173041_20230522T173044_T14TPP,0.1273222850053784,Sentinel2
2023-05-24,20230524T170859_20230524T171356_T14TPP,0.13448098482560286,Sentinel2
2023-05-27,20230527T171859_20230527T172626_T14TPP,0.1304837470090356,Sentinel2
2023-06-06,20230606T171859_20230606T172648_T14TPP,0.14343878968439133,Sentinel2
2023-06-08,20230608T170851_20230608T171514_T14TPP,0.16651474796463722,Sentinel2
2023-06-11,20230611T171901_20230611T172735_T14TPP,0.20925731289351013,Sentinel2
2023-06-13,20230613T170859_20230613T171436_T14TPP,0.1878527762065659,Sentinel2
2023-06-16,20230616T171859_20230616T172725_T14TPP,0.22362928628330733,Sentinel2
2023-06-18,20230618T170901_20230618T170913_T14TPP,0.23133475454750713,Sentinel2
2023-06-26,20230626T171859_20230626T172724_T14TPP,0.21834314738287794,Sentinel2
2023-06-28,20230628T170851_20230628T171345_T14TPP,0.3149374980485636,Sentinel2
2023-07-06,20230706T171859_20230706T172613_T14TPP,0.403492945161803,Sentinel2
2023-07-08,20230708T170851_20230708T171755_T14TPP,0.4140900848557531,Sentinel2
2023-07-13,20230713T170859_20230713T171003_T14TPP,0.49399612794125797,Sentinel2
2023-07-18,20230718T170851_20230718T171743_T14TPP,0.5560454736837626,Sentinel2
2023-07-21,20230721T173051_20230721T173046_T14TPP,0.3878778353531943,Sentinel2
2023-07-23,20230723T170859_20230723T171343_T14TPP,0.6219689066195235,Sentinel2
2023-07-26,20230726T171859_20230726T172618_T14TPP,0.5509647343678359,Sentinel2
2023-07-31,20230731T171901_20230731T172331_T14TPP,0.546559780447734,Sentinel2
2023-08-07,20230807T170851_20230807T172055_T14TPP,0.6135511806452334,Sentinel2
2023-08-12,20230812T170859_20230812T171607_T14TPP,0.6014573502148707,Sentinel2
2023-08-15,20230815T171859_20230815T173015_T14TPP,0.6017379180267054,Sentinel2
2023-08-17,20230817T170901_20230817T171901_T14TPP,0.6095976684197866,Sentinel2
2023-08-20,20230820T171901_20230820T171901_T14TPP,0.5925247954957732,Sentinel2
2023-08-22,20230822T170859_20230822T171837_T14TPP,0.5508842902157168,Sentinel2
2023-08-27,20230827T170851_20230827T171907_T14TPP,0.5683290833703198,Sentinel2
2023-08-30,20230830T171901_20230830T173116_T14TPP,0.49148011083489773,Sentinel2
2023-09-01,20230901T170859_20230901T172029_T14TPP,0.4363100120556868,Sentinel2
2023-09-04,20230904T171859_20230904T172858_T14TPP,0.3219077152406155,Sentinel2
2023-09-06,20230906T170851_20230906T171914_T14TPP,0.30193588397878307,Sentinel2
2023-09-11,20230911T170859_20230911T171258_T14TPP,0.23620063455325913,Sentinel2
2023-09-14,20230914T171929_20230914T172526_T14TPP,0.1870518325373203,Sentinel2
2023-09-16,20230916T170941_20230916T171218_T14TPP,0.18818228234898313,Sentinel2
2023-09-19,20230919T172001_20230919T172004_T14TPP,0.14904266490961074,Sentinel2
2023-10-04,20231004T172059_20231004T172724_T14TPP,0.08963758114238471,Sentinel2
2023-10-09,20231009T172221_20231009T172929_T14TPP,0.1292840807221165,Sentinel2
2023-10-11,20231011T171139_20231011T171600_T14TPP,0.10328635698814546,Sentinel2
2023-10-16,20231016T171311_20231016T171323_T14TPP,0.1204572659097137,Sentinel2
2023-10-19,20231019T172331_20231019T172532_T14TPP,0.11199410687077603,Sentinel2
2023-10-21,20231021T171339_20231021T171340_T14TPP,0.11351612199860331,Sentinel2
2023-10-31,20231031T171439_20231031T171442_T14TPP,0.11757295286060648,Sentinel2
2023-11-13,20231113T172559_20231113T172851_T14TPP,0.11737862316634892,Sentinel2
2023-11-15,20231115T171601_20231115T171556_T14TPP,0.11882385574353592,Sentinel2
2023-11-18,20231118T172611_20231118T172613_T14TPP,0.11315442758899134,Sentinel2
2023-11-23,20231123T172629_20231123T172859_T14TPP,0.10686363170401805,Sentinel2
2023-11-28,20231128T172641_20231128T172644_T14TPP,0.1174242293911246,Sentinel2
2023-11-30,20231130T171649_20231130T171652_T14TPP,0.12635060161331865,Sentinel2
2023-12-05,20231205T171701_20231205T172016_T14TPP,0.1259733420844373,Sentinel2
